13.7,20.20
14.6,10.40
14.7,10.90
15.1,19.40
26.0,20.80
26.5,10.40
27,10.20
27.5,20.00
38.4,20.40
38.8,11.60
39.5,11.20
39.9,20.80
50.8,20.40
51.1,11.10
51.8,10.00
52.2,20.60
63.5,20.20
63.8,10.20
64.0,11.40
64.4,20.80
75.4,19.40
75.7,11.00
76.3,10.80
76.6,21.20
