0.000,326.820
0.010,328.360
0.020,330.070
0.030,331.780
0.040,333.670
0.050,335.540
0.060,337.610
0.070,339.670
0.080,341.710
0.090,343.970
0.100,346.030
0.110,348.070
0.120,350.330
0.130,352.390
0.140,354.470
0.150,356.340
0.160,358.420
0.170,360.330
0.180,362.050
0.190,363.770
0.200,365.530
0.210,366.880
0.220,368.470
0.230,369.670
0.240,370.910
0.250,371.770
0.260,372.630
0.270,373.530
0.280,374.060
0.290,374.410
0.300,374.790
0.310,374.790
0.320,374.810
0.330,374.650
0.340,374.330
0.350,373.830
0.360,373.160
0.370,372.320
0.380,371.290
0.390,370.270
0.400,369.090
0.410,367.730
0.420,366.180
0.430,364.650
0.440,362.930
0.450,361.230
0.460,359.330
0.470,357.460
0.480,355.390
0.490,353.330
0.500,351.260
0.510,349.200
0.520,347.150
0.530,344.890
0.540,342.830
0.550,340.760
0.560,338.700
0.570,336.630
0.580,334.550
0.590,332.640
0.600,330.920
0.610,329.200
0.620,327.460
0.630,325.900
0.640,324.520
0.650,323.130
0.660,321.910
0.670,320.860
0.680,320.000
0.690,319.110
0.700,318.590
0.710,318.060
0.720,317.700
0.730,317.510
0.740,317.500
0.750,317.650
0.760,317.980
0.770,318.480
0.780,319.170
0.790,319.840
0.800,320.670
0.810,321.870
0.820,323.070
0.830,324.250
0.840,325.790
0.850,327.340
0.860,328.860
0.870,330.760
0.880,332.470
0.890,334.340
0.900,336.400
0.910,338.460
0.920,340.530
0.930,342.590
0.940,344.640
0.950,346.890
0.960,348.950
0.970,351.010
0.980,353.080
0.990,355.140
1.000,357.220
1.010,359.110
1.020,361.020
1.030,362.740
1.040,364.480
1.050,366.040
1.060,367.420
1.070,368.810
1.080,370.010
1.090,371.260
1.100,372.110
1.110,372.990
1.120,373.700
1.130,374.230
1.140,374.600
1.150,374.790
1.160,374.810
1.170,374.630
1.180,374.500
1.190,373.980
1.200,373.490
1.210,372.820
1.220,371.990
1.230,370.770
1.240,369.780
1.250,368.400
1.260,367.040
1.270,365.490
1.280,363.960
1.290,362.260
1.300,360.370
1.310,358.470
1.320,356.600
1.330,354.530
1.340,352.470
1.350,350.400
1.360,348.350
1.370,346.100
1.380,344.030
1.390,341.970
1.400,339.900
1.410,337.840
1.420,335.760
1.430,333.860
1.440,331.950
1.450,330.230
1.460,328.510
1.470,326.760
1.480,325.380
1.490,324.010
1.500,322.600
1.510,321.560
1.520,320.520
1.530,319.640
1.540,318.940
1.550,318.420
1.560,317.870
1.570,317.700
1.580,317.500
1.590,317.670
1.600,317.820
1.610,318.150
1.620,318.650
1.630,319.320
1.640,320.170
1.650,321.200
1.660,322.220
1.670,323.400
1.680,324.760
1.690,326.310
1.700,327.840
1.710,329.540
1.720,331.450
1.730,333.140
1.740,335.220
1.750,337.090
1.760,339.150
1.770,341.220
1.780,343.260
1.790,345.510
1.800,347.580
1.810,349.620
1.820,351.870
1.830,353.950
1.840,355.830
1.850,357.910
1.860,359.820
1.870,361.540
1.880,363.250
1.890,364.990
1.900,366.560
1.910,367.930
1.920,369.350
1.930,370.380
1.940,371.410
1.950,372.480
1.960,373.180
1.970,373.700
1.980,374.230
1.990,374.600
2.000,374.790
2.010,374.810
2.020,374.650
2.030,374.330
2.040,373.830
2.050,373.160
2.060,372.300
2.070,371.460
2.080,370.450
2.090,369.260
2.100,367.900
2.110,366.350
2.120,364.800
2.130,363.270
2.140,361.570
2.150,359.680
2.160,357.800
2.170,355.740
2.180,353.670
2.190,351.610
2.200,349.540
2.210,347.480
2.220,345.430
2.230,343.170
2.240,341.110
2.250,339.040
2.260,336.960
2.270,335.070
2.280,333.180
2.290,331.270
2.300,329.540
2.310,327.810
2.320,326.260
2.330,324.680
2.340,323.470
2.350,322.270
2.360,321.030
2.370,320.170
2.380,319.300
2.390,318.590
2.400,318.060
2.410,317.700
2.420,317.510
2.430,317.500
2.440,317.650
2.450,318.000
2.460,318.320
2.470,318.810
2.480,319.670
2.490,320.510
2.500,321.530
2.510,322.730
2.520,323.920
2.530,325.280
2.540,326.810
2.550,328.530
2.560,330.250
2.570,331.950
2.580,333.820
2.590,335.890
2.600,337.970
2.610,339.820
2.620,342.070
2.630,344.140
2.640,346.180
2.650,348.430
2.660,350.500
2.670,352.560
2.680,354.640
2.690,356.510
2.700,358.590
2.710,360.500
2.720,362.220
2.730,363.960
2.740,365.510
2.750,367.070
2.760,368.470
2.770,369.670
2.780,370.910
2.790,371.770
2.800,372.650
2.810,373.340
2.820,374.060
2.830,374.430
2.840,374.600
2.850,374.810
2.860,374.630
2.870,374.500
2.880,373.980
2.890,373.490
2.900,372.820
2.910,371.960
2.920,371.130
2.930,369.930
2.940,368.740
2.950,367.390
2.960,365.840
2.970,364.310
2.980,362.590
2.990,360.880
3.000,359.010
3.010,356.920
3.020,355.050
3.030,352.980
3.040,350.920
3.050,348.870
3.060,346.620
3.070,344.550
3.080,342.490
3.090,340.420
3.100,338.360
3.110,336.270
3.120,334.380
3.130,332.490
3.140,330.580
3.150,328.840
3.160,327.290
3.170,325.740
3.180,324.160
3.190,322.960
3.200,321.740
3.210,320.690
3.220,319.810
3.230,319.120
3.240,318.400
3.250,318.060
3.260,317.700
3.270,317.510
3.280,317.500
3.290,317.650
3.300,317.980
3.310,318.480
3.320,319.150
3.330,320.010
3.340,320.860
3.350,321.870
3.360,323.060
3.370,324.420
3.380,325.970
3.390,327.500
3.400,329.220
3.410,330.930
3.420,332.620
3.430,334.700
3.440,336.570
3.450,338.640
3.460,340.700
3.470,342.760
3.480,344.810
3.490,347.060
3.500,349.120
3.510,351.190
3.520,353.250
3.530,355.310
3.540,357.390
3.550,359.280
3.560,361.190
3.570,362.930
3.580,364.480
3.590,366.020
3.600,367.590
3.610,368.980
3.620,370.200
3.630,371.260
3.640,372.110
3.650,373.010
3.660,373.530
3.670,374.060
3.680,374.430
3.690,374.600
3.700,374.810
3.710,374.650
3.720,374.330
3.730,373.810
3.740,373.330
