0.000,334.830
0.010,335.350
0.020,335.870
0.030,336.360
0.040,337.090
0.050,337.410
0.060,337.930
0.070,338.460
0.080,338.790
0.090,339.320
0.100,339.670
0.110,340.030
0.120,340.180
0.130,340.540
0.140,340.710
0.150,340.890
0.160,341.080
0.170,341.060
0.180,341.270
0.190,341.080
0.200,341.080
0.210,341.090
0.220,340.920
0.230,340.750
0.240,340.590
0.250,340.250
0.260,339.890
0.270,339.730
0.280,339.410
0.290,338.870
0.300,338.550
0.310,338.030
0.320,337.510
0.330,337.000
0.340,336.480
0.350,335.970
0.360,335.470
0.370,334.760
0.380,334.260
0.390,333.560
0.400,333.060
0.410,332.370
0.420,331.670
0.430,331.170
0.440,330.460
0.450,329.950
0.460,329.450
0.470,328.740
0.480,328.230
0.490,327.710
0.500,327.190
0.510,326.680
0.520,326.140
0.530,325.800
0.540,325.470
0.550,324.920
0.560,324.770
0.570,324.420
0.580,324.060
0.590,323.890
0.600,323.720
0.610,323.530
0.620,323.550
0.630,323.360
0.640,323.360
0.650,323.340
0.660,323.520
0.670,323.700
0.680,323.670
0.690,324.030
0.700,324.190
0.710,324.530
0.720,324.880
0.730,325.220
0.740,325.560
0.750,325.890
0.760,326.410
0.770,326.920
0.780,327.440
0.790,327.950
0.800,328.470
0.810,328.970
0.820,329.670
0.830,330.190
0.840,330.690
0.850,331.380
0.860,332.080
0.870,332.580
0.880,333.290
0.890,333.790
0.900,334.490
0.910,334.990
0.920,335.690
0.930,336.210
0.940,336.730
0.950,337.240
0.960,337.760
0.970,338.290
0.980,338.630
0.990,338.960
1.000,339.490
1.010,339.860
1.020,340.010
1.030,340.370
1.040,340.540
1.050,340.710
1.060,340.890
1.070,341.080
1.080,341.080
1.090,341.080
1.100,341.080
1.110,341.090
1.120,340.920
1.130,340.750
1.140,340.580
1.150,340.420
1.160,340.080
1.170,339.730
1.180,339.390
1.190,339.050
1.200,338.720
1.210,338.200
1.220,337.690
1.230,337.170
1.240,336.650
1.250,336.140
1.260,335.620
1.270,335.120
1.280,334.420
1.290,333.920
1.300,333.210
1.310,332.710
1.320,332.010
1.330,331.510
1.340,330.820
1.350,330.120
1.360,329.600
1.370,329.100
1.380,328.400
1.390,327.880
1.400,327.370
1.410,326.830
1.420,326.500
1.430,325.970
1.440,325.640
1.450,325.110
1.460,324.750
1.470,324.600
1.480,324.240
1.490,324.080
1.500,323.720
1.510,323.530
1.520,323.550
1.530,323.360
1.540,323.360
1.550,323.340
1.560,323.530
1.570,323.520
1.580,323.690
1.590,323.860
1.600,324.020
1.610,324.360
1.620,324.700
1.630,325.050
1.640,325.390
1.650,325.720
1.660,326.250
1.670,326.580
1.680,327.090
1.690,327.610
1.700,328.130
1.710,328.630
1.720,329.330
1.730,329.830
1.740,330.530
1.750,331.030
1.760,331.740
1.770,332.240
1.780,332.940
1.790,333.440
1.800,334.150
1.810,334.650
1.820,335.350
1.830,335.870
1.840,336.380
1.850,336.900
1.860,337.410
1.870,337.930
1.880,338.460
1.890,338.810
1.900,339.150
1.910,339.490
1.920,339.840
1.930,340.200
1.940,340.370
1.950,340.540
1.960,340.710
1.970,340.900
1.980,340.890
1.990,341.080
2.000,341.090
2.010,340.900
2.020,340.920
2.030,340.750
2.040,340.580
2.050,340.420
2.060,340.060
2.070,339.910
2.080,339.560
2.090,339.230
2.100,338.700
2.110,338.370
2.120,337.860
2.130,337.340
2.140,336.830
2.150,336.310
2.160,335.790
2.170,335.300
2.180,334.590
2.190,334.090
2.200,333.390
2.210,332.890
2.220,332.180
2.230,331.680
2.240,330.980
2.250,330.480
2.260,329.770
2.270,329.260
2.280,328.760
2.290,328.040
2.300,327.730
2.310,327.000
2.320,326.680
2.330,326.140
2.340,325.820
2.350,325.280
2.360,324.940
2.370,324.580
2.380,324.420
2.390,324.060
2.400,323.890
2.410,323.720
2.420,323.550
2.430,323.360
2.440,323.360
2.450,323.360
2.460,323.340
2.470,323.530
2.480,323.520
