0.000,326.090
0.010,328.130
0.020,330.390
0.030,332.430
0.040,334.680
0.050,336.750
0.060,338.790
0.070,341.060
0.080,342.930
0.090,345.010
0.100,346.910
0.110,348.810
0.120,350.530
0.130,352.270
0.140,353.830
0.150,355.210
0.160,356.600
0.170,357.820
0.180,358.860
0.190,359.920
0.200,360.610
0.210,361.320
0.220,361.850
0.230,362.210
0.240,362.400
0.250,362.400
0.260,362.440
0.270,362.110
0.280,361.600
0.290,361.100
0.300,360.430
0.310,359.590
0.320,358.570
0.330,357.370
0.340,356.180
0.350,354.820
0.360,353.270
0.370,351.740
0.380,350.040
0.390,348.150
0.400,346.250
0.410,344.360
0.420,342.500
0.430,340.250
0.440,338.180
0.450,336.130
0.460,333.880
0.470,331.830
0.480,329.580
0.490,327.530
0.500,325.280
0.510,323.190
0.520,321.320
0.530,319.240
0.540,317.330
0.550,315.620
0.560,313.700
0.570,312.150
0.580,310.580
0.590,309.210
0.600,307.820
0.610,306.600
0.620,305.550
0.630,304.690
0.640,303.800
0.650,303.280
0.660,302.750
0.670,302.390
0.680,302.200
0.690,302.190
0.700,302.350
0.710,302.670
0.720,303.190
0.730,303.680
0.740,304.540
0.750,305.380
0.760,306.410
0.770,307.410
0.780,308.790
0.790,310.150
0.800,311.680
0.810,313.400
0.820,315.100
0.830,316.990
0.840,318.880
0.850,320.760
0.860,322.820
0.870,324.890
0.880,326.930
0.890,329.180
0.900,331.230
0.910,333.480
0.920,335.530
0.930,337.780
0.940,339.840
0.950,341.900
0.960,343.980
0.970,345.870
0.980,347.760
0.990,349.670
1.000,351.410
1.010,352.960
1.020,354.520
1.030,355.900
1.040,357.310
1.050,358.340
1.060,359.370
1.070,360.440
1.080,361.150
1.090,361.660
1.100,362.210
1.110,362.390
1.120,362.580
1.130,362.590
1.140,362.440
1.150,362.110
1.160,361.620
1.170,360.930
1.180,360.260
1.190,359.430
1.200,358.210
1.210,357.210
1.220,355.860
1.230,354.290
1.240,352.950
1.250,351.230
1.260,349.520
1.270,347.630
1.280,345.760
1.290,343.670
1.300,341.810
1.310,339.560
1.320,337.490
1.330,335.450
1.340,333.210
1.350,330.950
1.360,328.890
1.370,326.840
1.380,324.590
1.390,322.510
1.400,320.630
1.410,318.550
1.420,316.640
1.430,314.920
1.440,313.180
1.450,311.630
1.460,310.070
1.470,308.680
1.480,307.470
1.490,306.250
1.500,305.200
1.510,304.330
1.520,303.630
1.530,303.090
1.540,302.750
1.550,302.380
1.560,302.380
1.570,302.360
1.580,302.520
1.590,302.850
1.600,303.350
1.610,304.020
1.620,304.880
1.630,305.710
1.640,306.910
1.650,308.120
1.660,309.290
1.670,310.840
1.680,312.370
1.690,314.090
1.700,315.790
1.710,317.680
1.720,319.560
1.730,321.640
1.740,323.490
1.750,325.740
1.760,327.810
1.770,329.850
1.780,332.090
1.790,334.340
1.800,336.400
1.810,338.450
1.820,340.700
1.830,342.780
1.840,344.650
1.850,346.750
1.860,348.450
1.870,350.360
1.880,352.100
1.890,353.660
1.900,355.040
1.910,356.410
1.920,357.820
1.930,358.860
1.940,359.920
1.950,360.610
1.960,361.300
1.970,362.020
1.980,362.390
1.990,362.560
2.000,362.770
2.010,362.590
2.020,362.460
2.030,361.940
2.040,361.440
2.050,360.770
2.060,359.910
2.070,359.090
2.080,357.890
2.090,356.700
2.100,355.340
2.110,353.790
2.120,352.260
2.130,350.540
2.140,348.840
2.150,346.940
2.160,345.070
2.170,343.000
2.180,340.940
2.190,338.890
2.200,336.630
2.210,334.590
2.220,332.330
2.230,330.280
2.240,328.030
2.250,325.960
2.260,323.900
2.270,321.830
2.280,319.750
2.290,317.860
2.300,315.950
2.310,314.230
2.320,312.490
2.330,310.930
2.340,309.550
2.350,308.160
2.360,306.960
2.370,305.720
2.380,304.860
2.390,303.980
2.400,303.280
2.410,302.750
2.420,302.390
2.430,302.200
2.440,302.200
2.450,302.170
2.460,302.520
2.470,302.850
2.480,303.330
2.490,304.190
2.500,305.040
2.510,306.070
2.520,307.080
2.530,308.270
2.540,309.630
2.550,311.180
2.560,312.710
2.570,314.420
2.580,316.310
2.590,318.200
2.600,320.070
2.610,322.130
2.620,324.200
2.630,326.260
2.640,328.310
2.650,330.560
2.660,332.600
2.670,334.860
2.680,336.900
2.690,339.150
2.700,341.220
2.710,343.300
2.720,345.190
2.730,347.080
2.740,348.990
2.750,350.700
2.760,352.440
2.770,353.990
2.780,355.570
2.790,356.780
2.800,358.000
2.810,359.030
2.820,360.100
2.830,360.780
2.840,361.490
2.850,362.020
2.860,362.390
2.870,362.580
2.880,362.590
2.890,362.420
2.900,362.290
2.910,361.770
2.920,361.290
2.930,360.430
2.940,359.590
2.950,358.570
2.960,357.370
2.970,356.180
2.980,354.820
2.990,353.270
3.000,351.740
3.010,350.040
3.020,348.150
3.030,346.270
3.040,344.190
3.050,342.310
3.060,340.270
3.070,338.010
3.080,335.960
3.090,333.710
3.100,331.660
3.110,329.410
3.120,327.360
3.130,325.100
3.140,323.040
3.150,320.960
3.160,319.060
3.170,317.170
3.180,315.260
3.190,313.540
3.200,311.800
3.210,310.240
3.220,308.860
3.230,307.460
3.240,306.420
3.250,305.390
3.260,304.330
3.270,303.640
3.280,302.920
3.290,302.580
3.300,302.220
3.310,302.030
3.320,302.020
3.330,302.170
3.340,302.520
3.350,302.830
3.360,303.520
3.370,304.180
3.380,305.210
3.390,306.240
